68034 silly lifecycle etag@1.7.0~preinstall: no script for preinstall, continuing
75261 silly install bl@1.1.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\bl-d94b8715
75262 info lifecycle bl@1.1.2~install: bl@1.1.2
75263 silly lifecycle bl@1.1.2~install: no script for install, continuing
75264 silly install utils-merge@1.0.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\utils-merge-c900fe72
75265 info lifecycle utils-merge@1.0.0~install: utils-merge@1.0.0
75266 silly lifecycle utils-merge@1.0.0~install: no script for install, continuing
75267 silly install uuid@2.0.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\uuid-b0bdb1b8
75268 info lifecycle uuid@2.0.2~install: uuid@2.0.2
75269 silly lifecycle uuid@2.0.2~install: no script for install, continuing
75270 silly install v8flags@2.0.11 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\v8flags-5f03ac6b
75271 info lifecycle v8flags@2.0.11~install: v8flags@2.0.11
75272 silly lifecycle v8flags@2.0.11~install: no script for install, continuing
75273 silly install validate-npm-package-license@3.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\validate-npm-package-license-47f2096b
75274 info lifecycle validate-npm-package-license@3.0.1~install: validate-npm-package-license@3.0.1
75275 silly lifecycle validate-npm-package-license@3.0.1~install: no script for install, continuing
75276 silly install normalize-package-data@2.3.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\normalize-package-data-fa09b1dd
75277 info lifecycle normalize-package-data@2.3.5~install: normalize-package-data@2.3.5
75278 silly lifecycle normalize-package-data@2.3.5~install: no script for install, continuing
75279 silly install read-pkg@1.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\read-pkg-6e962c4b
75280 info lifecycle read-pkg@1.1.0~install: read-pkg@1.1.0
75281 silly lifecycle read-pkg@1.1.0~install: no script for install, continuing
75282 silly install read-pkg-up@1.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\read-pkg-up-644f753f
75283 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
75284 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
75285 silly install meow@3.7.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\meow-dd339801
75286 info lifecycle meow@3.7.0~install: meow@3.7.0
75287 silly lifecycle meow@3.7.0~install: no script for install, continuing
75288 silly install find-versions@1.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\find-versions-a08b1990
75289 info lifecycle find-versions@1.2.1~install: find-versions@1.2.1
75290 silly lifecycle find-versions@1.2.1~install: no script for install, continuing
75291 silly install bin-version@1.0.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\bin-version-296e5d4a
75292 info lifecycle bin-version@1.0.4~install: bin-version@1.0.4
75293 silly lifecycle bin-version@1.0.4~install: no script for install, continuing
75294 silly install bin-version-check@2.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\bin-version-check-a0eaaf28
75295 info lifecycle bin-version-check@2.1.0~install: bin-version-check@2.1.0
75296 silly lifecycle bin-version-check@2.1.0~install: no script for install, continuing
75297 silly install vary@1.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\vary-acc28b30
75298 info lifecycle vary@1.1.0~install: vary@1.1.0
75299 silly lifecycle vary@1.1.0~install: no script for install, continuing
75300 silly install express@4.14.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\express-c80d1af3
75301 info lifecycle express@4.14.0~install: express@4.14.0
75302 silly lifecycle express@4.14.0~install: no script for install, continuing
75303 silly install vendors@1.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\vendors-7dfff553
75304 info lifecycle vendors@1.0.1~install: vendors@1.0.1
75305 silly lifecycle vendors@1.0.1~install: no script for install, continuing
75306 silly install postcss-merge-rules@2.0.10 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\postcss-merge-rules-5c87b92b
75307 info lifecycle postcss-merge-rules@2.0.10~install: postcss-merge-rules@2.0.10
75308 silly lifecycle postcss-merge-rules@2.0.10~install: no script for install, continuing
75309 silly install verror@1.3.6 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\verror-9c6d6bc3
75310 info lifecycle verror@1.3.6~install: verror@1.3.6
75311 silly lifecycle verror@1.3.6~install: no script for install, continuing
75312 silly install jsprim@1.3.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\jsprim-044c9dda
75313 info lifecycle jsprim@1.3.0~install: jsprim@1.3.0
75314 silly lifecycle jsprim@1.3.0~install: no script for install, continuing
75315 silly install http-signature@1.1.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\http-signature-80a9c8e9
75316 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
75317 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
75318 silly install vm-browserify@0.0.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\vm-browserify-debaa543
75319 info lifecycle vm-browserify@0.0.4~install: vm-browserify@0.0.4
75320 silly lifecycle vm-browserify@0.0.4~install: no script for install, continuing
75321 silly install node-libs-browser@0.5.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\node-libs-browser-a0c5eeb3
75322 info lifecycle node-libs-browser@0.5.3~install: node-libs-browser@0.5.3
75323 silly lifecycle node-libs-browser@0.5.3~install: no script for install, continuing
75324 silly install async@0.9.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\async-7ce195aa
75325 info lifecycle async@0.9.2~install: async@0.9.2
75326 silly lifecycle async@0.9.2~install: no script for install, continuing
75327 silly install watchpack@0.2.9 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\watchpack-44ba0862
75328 info lifecycle watchpack@0.2.9~install: watchpack@0.2.9
75329 silly lifecycle watchpack@0.2.9~install: no script for install, continuing
75330 silly install webidl-conversions@2.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webidl-conversions-b226eb07
75331 info lifecycle webidl-conversions@2.0.1~install: webidl-conversions@2.0.1
75332 silly lifecycle webidl-conversions@2.0.1~install: no script for install, continuing
75333 silly install source-map@0.4.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\source-map-f645cb0b
75334 info lifecycle source-map@0.4.4~install: source-map@0.4.4
75335 silly lifecycle source-map@0.4.4~install: no script for install, continuing
75336 silly install webpack-core@0.6.8 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webpack-core-6583ecb4
75337 info lifecycle webpack-core@0.6.8~install: webpack-core@0.6.8
75338 silly lifecycle webpack-core@0.6.8~install: no script for install, continuing
75339 silly install webpack-dev-middleware@1.6.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webpack-dev-middleware-70b65e12
75340 info lifecycle webpack-dev-middleware@1.6.1~install: webpack-dev-middleware@1.6.1
75341 silly lifecycle webpack-dev-middleware@1.6.1~install: no script for install, continuing
75342 silly install webpack-hot-middleware@2.12.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webpack-hot-middleware-062c769a
75343 info lifecycle webpack-hot-middleware@2.12.2~install: webpack-hot-middleware@2.12.2
75344 silly lifecycle webpack-hot-middleware@2.12.2~install: no script for install, continuing
75345 silly install webpack-sources@0.1.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webpack-sources-7adaa659
75346 info lifecycle webpack-sources@0.1.2~install: webpack-sources@0.1.2
75347 silly lifecycle webpack-sources@0.1.2~install: no script for install, continuing
75348 silly install extract-text-webpack-plugin@1.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\extract-text-webpack-plugin-2cbc19f7
75349 info lifecycle extract-text-webpack-plugin@1.0.1~install: extract-text-webpack-plugin@1.0.1
75350 silly lifecycle extract-text-webpack-plugin@1.0.1~install: no script for install, continuing
75351 silly install whatwg-fetch@1.0.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\whatwg-fetch-02a1fc16
75352 info lifecycle whatwg-fetch@1.0.0~install: whatwg-fetch@1.0.0
75353 silly lifecycle whatwg-fetch@1.0.0~install: no script for install, continuing
75354 silly install isomorphic-fetch@2.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\isomorphic-fetch-c716a8ff
75355 info lifecycle isomorphic-fetch@2.2.1~install: isomorphic-fetch@2.2.1
75356 silly lifecycle isomorphic-fetch@2.2.1~install: no script for install, continuing
75357 silly install fbjs@0.8.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\fbjs-ef28eebc
75358 info lifecycle fbjs@0.8.3~install: fbjs@0.8.3
75359 silly lifecycle fbjs@0.8.3~install: no script for install, continuing
75360 silly install react@15.3.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\react-44dc3cc2
75361 info lifecycle react@15.3.0~install: react@15.3.0
75362 silly lifecycle react@15.3.0~install: no script for install, continuing
75363 silly install whatwg-url-compat@0.6.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\whatwg-url-compat-253d3e52
75364 info lifecycle whatwg-url-compat@0.6.5~install: whatwg-url-compat@0.6.5
75365 silly lifecycle whatwg-url-compat@0.6.5~install: no script for install, continuing
75366 silly install webidl-conversions@3.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webidl-conversions-66b4b6ab
75367 info lifecycle webidl-conversions@3.0.1~install: webidl-conversions@3.0.1
75368 silly lifecycle webidl-conversions@3.0.1~install: no script for install, continuing
75369 silly install whatwg-url@2.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\whatwg-url-2fe4406f
75370 info lifecycle whatwg-url@2.0.1~install: whatwg-url@2.0.1
75371 silly lifecycle whatwg-url@2.0.1~install: no script for install, continuing
75372 silly install whet.extend@0.9.9 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\whet.extend-18de40ed
75373 info lifecycle whet.extend@0.9.9~install: whet.extend@0.9.9
75374 silly lifecycle whet.extend@0.9.9~install: no script for install, continuing
75375 silly install svgo@0.6.6 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\svgo-0f0f661e
75376 info lifecycle svgo@0.6.6~install: svgo@0.6.6
75377 silly lifecycle svgo@0.6.6~install: no script for install, continuing
75378 silly install postcss-svgo@2.1.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\postcss-svgo-ece84a68
75379 info lifecycle postcss-svgo@2.1.4~install: postcss-svgo@2.1.4
75380 silly lifecycle postcss-svgo@2.1.4~install: no script for install, continuing
75381 silly install cssnano@3.7.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\cssnano-9473ac0b
75382 info lifecycle cssnano@3.7.3~install: cssnano@3.7.3
75383 silly lifecycle cssnano@3.7.3~install: no script for install, continuing
75384 silly install css-loader@0.23.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\css-loader-0d44f427
75385 info lifecycle css-loader@0.23.1~install: css-loader@0.23.1
75386 silly lifecycle css-loader@0.23.1~install: no script for install, continuing
75387 silly install window-size@0.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\window-size-cebf6c48
75388 info lifecycle window-size@0.1.0~install: window-size@0.1.0
75389 silly lifecycle window-size@0.1.0~install: no script for install, continuing
75390 silly install wordwrap@0.0.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\wordwrap-656f3432
75391 info lifecycle wordwrap@0.0.3~install: wordwrap@0.0.3
75392 silly lifecycle wordwrap@0.0.3~install: no script for install, continuing
75393 silly install optimist@0.6.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\optimist-e970c1f3
75394 info lifecycle optimist@0.6.1~install: optimist@0.6.1
75395 silly lifecycle optimist@0.6.1~install: no script for install, continuing
75396 silly install wrappy@1.0.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\wrappy-ff50ffb1
75397 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
75398 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
75399 silly install once@1.3.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\once-26f8142d
75400 info lifecycle once@1.3.3~install: once@1.3.3
75401 silly lifecycle once@1.3.3~install: no script for install, continuing
75402 silly install run-async@0.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\run-async-b9a7241e
75403 info lifecycle run-async@0.1.0~install: run-async@0.1.0
75404 silly lifecycle run-async@0.1.0~install: no script for install, continuing
75405 silly install inquirer@0.12.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\inquirer-e69183bb
75406 info lifecycle inquirer@0.12.0~install: inquirer@0.12.0
75407 silly lifecycle inquirer@0.12.0~install: no script for install, continuing
75408 silly install inflight@1.0.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\inflight-cac460f6
75409 info lifecycle inflight@1.0.5~install: inflight@1.0.5
75410 silly lifecycle inflight@1.0.5~install: no script for install, continuing
75411 silly install glob@7.0.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\glob-06a8c86c
75412 info lifecycle glob@7.0.5~install: glob@7.0.5
75413 silly lifecycle glob@7.0.5~install: no script for install, continuing
75414 silly install rimraf@2.5.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\rimraf-a93b2848
75415 info lifecycle rimraf@2.5.4~install: rimraf@2.5.4
75416 silly lifecycle rimraf@2.5.4~install: no script for install, continuing
75417 silly install glob@7.0.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\glob-b11d2f6d
75418 info lifecycle glob@7.0.5~install: glob@7.0.5
75419 silly lifecycle glob@7.0.5~install: no script for install, continuing
75420 silly install globby@5.0.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\globby-c6182b2f
75421 info lifecycle globby@5.0.0~install: globby@5.0.0
75422 silly lifecycle globby@5.0.0~install: no script for install, continuing
75423 silly install del@2.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\del-76113123
75424 info lifecycle del@2.2.1~install: del@2.2.1
75425 silly lifecycle del@2.2.1~install: no script for install, continuing
75426 silly install glob@5.0.15 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\glob-67bf0888
75427 info lifecycle glob@5.0.15~install: glob@5.0.15
75428 silly lifecycle glob@5.0.15~install: no script for install, continuing
75429 silly install glob@7.0.5 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\glob-bee03c06
75430 info lifecycle glob@7.0.5~install: glob@7.0.5
75431 silly lifecycle glob@7.0.5~install: no script for install, continuing
75432 silly install write@0.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\write-daad6067
75433 info lifecycle write@0.2.1~install: write@0.2.1
75434 silly lifecycle write@0.2.1~install: no script for install, continuing
75435 silly install flat-cache@1.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\flat-cache-bc4f63ed
75436 info lifecycle flat-cache@1.2.1~install: flat-cache@1.2.1
75437 silly lifecycle flat-cache@1.2.1~install: no script for install, continuing
75438 silly install file-entry-cache@1.3.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\file-entry-cache-d56bf8fe
75439 info lifecycle file-entry-cache@1.3.1~install: file-entry-cache@1.3.1
75440 silly lifecycle file-entry-cache@1.3.1~install: no script for install, continuing
75441 silly install xml-name-validator@2.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\xml-name-validator-aa240bb3
75442 info lifecycle xml-name-validator@2.0.1~install: xml-name-validator@2.0.1
75443 silly lifecycle xml-name-validator@2.0.1~install: no script for install, continuing
75444 silly install xregexp@3.1.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\xregexp-f20b893d
75445 info lifecycle xregexp@3.1.1~install: xregexp@3.1.1
75446 silly lifecycle xregexp@3.1.1~install: no script for install, continuing
75447 silly install table@3.7.8 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\table-bca6b871
75448 info lifecycle table@3.7.8~install: table@3.7.8
75449 silly lifecycle table@3.7.8~install: no script for install, continuing
75450 silly install xtend@4.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\xtend-95241e8a
75451 info lifecycle xtend@4.0.1~install: xtend@4.0.1
75452 silly lifecycle xtend@4.0.1~install: no script for install, continuing
75453 silly install is-my-json-valid@2.13.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\is-my-json-valid-d1c6fa7b
75454 info lifecycle is-my-json-valid@2.13.1~install: is-my-json-valid@2.13.1
75455 silly lifecycle is-my-json-valid@2.13.1~install: no script for install, continuing
75456 silly install har-validator@2.0.6 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\har-validator-7b4dab29
75457 info lifecycle har-validator@2.0.6~install: har-validator@2.0.6
75458 silly lifecycle har-validator@2.0.6~install: no script for install, continuing
75459 silly install request@2.74.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\request-15b8122f
75460 info lifecycle request@2.74.0~install: request@2.74.0
75461 silly lifecycle request@2.74.0~install: no script for install, continuing
75462 silly install jsdom@8.5.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\jsdom-91bafde4
75463 info lifecycle jsdom@8.5.0~install: jsdom@8.5.0
75464 silly lifecycle jsdom@8.5.0~install: no script for install, continuing
75465 silly install jsdom@7.2.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\jsdom-77a20c72
75466 info lifecycle jsdom@7.2.2~install: jsdom@7.2.2
75467 silly lifecycle jsdom@7.2.2~install: no script for install, continuing
75468 silly install cheerio@0.20.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\cheerio-3cd91b03
75469 info lifecycle cheerio@0.20.0~install: cheerio@0.20.0
75470 silly lifecycle cheerio@0.20.0~install: no script for install, continuing
75471 silly install enzyme@2.4.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\enzyme-f6a5695f
75472 info lifecycle enzyme@2.4.1~install: enzyme@2.4.1
75473 silly lifecycle enzyme@2.4.1~install: no script for install, continuing
75474 silly install babel-cli@6.11.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\babel-cli-86171d44
75475 info lifecycle babel-cli@6.11.4~install: babel-cli@6.11.4
75476 silly lifecycle babel-cli@6.11.4~install: no script for install, continuing
75477 silly install eslint@2.13.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\eslint-4a850b14
75478 info lifecycle eslint@2.13.1~install: eslint@2.13.1
75479 silly lifecycle eslint@2.13.1~install: no script for install, continuing
75480 silly install yargs@3.10.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\yargs-45e985c4
75481 info lifecycle yargs@3.10.0~install: yargs@3.10.0
75482 silly lifecycle yargs@3.10.0~install: no script for install, continuing
75483 silly install uglify-js@2.6.4 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\uglify-js-b13b3022
75484 info lifecycle uglify-js@2.6.4~install: uglify-js@2.6.4
75485 silly lifecycle uglify-js@2.6.4~install: no script for install, continuing
75486 silly install webpack@1.13.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\webpack-8b67df21
75487 info lifecycle webpack@1.13.1~install: webpack@1.13.1
75488 silly lifecycle webpack@1.13.1~install: no script for install, continuing
75489 silly install @kadira/storybook@2.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\@kadira\storybook-ff4ed01b
75490 info lifecycle @kadira/storybook@2.2.1~install: @kadira/storybook@2.2.1
75491 silly lifecycle @kadira/storybook@2.2.1~install: no script for install, continuing
75492 silly install markdown-to-react-components@0.2.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\markdown-to-react-components-90fa2de7
75493 info lifecycle markdown-to-react-components@0.2.1~install: markdown-to-react-components@0.2.1
75494 silly lifecycle markdown-to-react-components@0.2.1~install: no script for install, continuing
75495 silly install react-addons-create-fragment@15.3.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\react-addons-create-fragment-12a34760
75496 info lifecycle react-addons-create-fragment@15.3.0~install: react-addons-create-fragment@15.3.0
75497 silly lifecycle react-addons-create-fragment@15.3.0~install: no script for install, continuing
75498 silly doSerial postinstall 755
75499 silly postinstall @kadira/react-split-pane@1.4.7 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\@kadira\react-split-pane-43be2892
75500 info lifecycle @kadira/react-split-pane@1.4.7~postinstall: @kadira/react-split-pane@1.4.7
75501 silly lifecycle @kadira/react-split-pane@1.4.7~postinstall: no script for postinstall, continuing
75502 silly postinstall @kadira/storybook-addon-links@1.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\@kadira\storybook-addon-links-45a1509d
75503 info lifecycle @kadira/storybook-addon-links@1.0.1~postinstall: @kadira/storybook-addon-links@1.0.1
75504 silly lifecycle @kadira/storybook-addon-links@1.0.1~postinstall: no script for postinstall, continuing
75505 silly postinstall @kadira/storybook-addons@1.3.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\@kadira\storybook-addons-eb80e762
75506 info lifecycle @kadira/storybook-addons@1.3.1~postinstall: @kadira/storybook-addons@1.3.1
75507 silly lifecycle @kadira/storybook-addons@1.3.1~postinstall: no script for postinstall, continuing
75508 silly postinstall @kadira/storybook-channel@1.1.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\@kadira\storybook-channel-5b2e6537
75509 info lifecycle @kadira/storybook-channel@1.1.0~postinstall: @kadira/storybook-channel@1.1.0
75510 silly lifecycle @kadira/storybook-channel@1.1.0~postinstall: no script for postinstall, continuing
75511 silly postinstall abab@1.0.3 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\abab-203470e5
75512 info lifecycle abab@1.0.3~postinstall: abab@1.0.3
75513 silly lifecycle abab@1.0.3~postinstall: no script for postinstall, continuing
75514 silly postinstall acorn@3.3.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\acorn-87d206aa
75515 info lifecycle acorn@3.3.0~postinstall: acorn@3.3.0
75516 silly lifecycle acorn@3.3.0~postinstall: no script for postinstall, continuing
75517 silly postinstall acorn@2.7.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\acorn-5ede92b3
75518 info lifecycle acorn@2.7.0~postinstall: acorn@2.7.0
75519 silly lifecycle acorn@2.7.0~postinstall: no script for postinstall, continuing
75520 silly postinstall acorn-globals@1.0.9 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\acorn-globals-cde60271
75521 info lifecycle acorn-globals@1.0.9~postinstall: acorn-globals@1.0.9
75522 silly lifecycle acorn-globals@1.0.9~postinstall: no script for postinstall, continuing
75523 silly postinstall acorn-jsx@3.0.1 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\acorn-jsx-5e47ee6b
75524 info lifecycle acorn-jsx@3.0.1~postinstall: acorn-jsx@3.0.1
75525 silly lifecycle acorn-jsx@3.0.1~postinstall: no script for postinstall, continuing
75526 silly postinstall alphanum-sort@1.0.2 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\alphanum-sort-21df985d
75527 info lifecycle alphanum-sort@1.0.2~postinstall: alphanum-sort@1.0.2
75528 silly lifecycle alphanum-sort@1.0.2~postinstall: no script for postinstall, continuing
75529 silly postinstall amdefine@1.0.0 C:\Users\tgawron\Desktop\NodeJSPortable\myWorkspace\rook01093ReactStorybookAddon\node_modules\.staging\amdefine-375a753b
